회사명,거래소코드,회계년도,유동자산(*)(IFRS연결)(천원),유동부채(*)(IFRS연결)(천원),자산(*)(IFRS연결)(천원),기말이익잉여금(결손금)(*)(IFRS연결)(천원),당기순이익(손실)(IFRS연결)(천원),법인세비용(IFRS연결)(천원),이자비용(IFRS연결)(천원),매출액(수익)(*)(IFRS연결)(천원),부채(*)(IFRS연결)(천원),종가(원),보통주(IFRS연결)(주),총자본증가율(IFRS연결),유형자산증가율(IFRS연결),비유동생물자산증가율(IFRS연결),투자부동산증가율(IFRS연결),비유동자산증가율(IFRS연결),유동자산증가율(IFRS연결),재고자산증가율(IFRS연결),자기자본증가율(IFRS연결),매출액증가율(IFRS연결),정상영업이익증가율(IFRS연결),순이익증가율(IFRS연결),총포괄이익증가율(IFRS연결),종업원1인당 부가가치증가율(IFRS연결),종업원수증가율(IFRS연결),종업원1인당 매출액증가율(IFRS연결),종업원1인당 인건비증가율(IFRS연결),매출액총이익률(IFRS연결),매출액정상영업이익률(IFRS연결),매출액순이익률(IFRS연결),총자본사업이익률(IFRS연결),총자본정상영업이익률(IFRS연결),총자본순이익률(IFRS연결),자기자본정상영업이익률(IFRS연결),자기자본순이익률(IFRS연결),경영자본정상영업이익률(IFRS연결),경영자본순이익률(IFRS연결),자본금정상영업이익률(IFRS연결),자본금순이익률(IFRS연결),매출원가 대 매출액비율(IFRS연결),영업비용 대 영업수익비율(IFRS연결),기타손익비률(IFRS연결),금융손익비율(IFRS연결),금융비용부담률(IFRS연결),외환이익 대 매출액비율(IFRS연결),광고선전비 대 매출액비율(IFRS연결),세금과공과 대 세금과공과 차감전순이익률(IFRS연결),기업순이익률(IFRS연결),수지비율(관계기업투자손익 제외)(IFRS연결),인건비 대 총비용비율(IFRS연결),R & D 투자효율(IFRS연결),세금과공과 대 총비용비율(IFRS연결),금융비용 대 총비용비율(IFRS연결),감가상각비 대 총비용비율(IFRS연결),감가상각률(IFRS연결),누적감가상각률(IFRS연결),이자부담률(IFRS연결),지급이자율(IFRS연결),차입금평균이자율(IFRS연결),유보율(IFRS연결),사내유보율(IFRS연결),사내유보 대 자기자본비율(IFRS연결),적립금비율(재정비율)(IFRS연결),평균배당률(IFRS연결),자기자본배당률(IFRS연결),배당성향(IFRS연결),1주당매출액(IFRS연결)(원),1주당순이익(IFRS연결)(원),1주당 CASH FLOW(IFRS연결)(원),1주당순자산(IFRS연결)(원),1주당정상영업이익(IFRS연결)(원),유동자산구성비율(IFRS연결),재고자산 대 유동자산비율(IFRS연결),유동자산 대 비유동자산비율(IFRS연결),당좌자산구성비율(IFRS연결),비유동자산구성비율(IFRS연결),자기자본구성비율(IFRS연결),타인자본구성비율(IFRS연결),자기자본배율(IFRS연결),비유동비율(IFRS연결),비유동장기적합률(IFRS연결),유동비율(IFRS연결),당좌비율(IFRS연결),현금비율(IFRS연결),매출채권비율(IFRS연결),재고자산 대 순운전자본비율(IFRS연결),매출채권 대 매입채무비율(IFRS연결),"매출채권 대 상,제품비율(IFRS연결)",매입채무 대 재고자산비율(IFRS연결),부채비율(IFRS연결),유동부채비율(IFRS연결),단기차입금 대 총차입금비율(IFRS연결),비유동부채비율(IFRS연결),비유동부채 대 순운전자본비율(IFRS연결),순운전자본비율(IFRS연결),차입금의존도(IFRS연결),차입금비율(IFRS연결),이자보상배율(이자비용)(IFRS연결),이자보상배율(순금융비용)(IFRS연결),유보액대비율(IFRS연결),유보액 대 납입자본배율(IFRS연결),유동자산집중도(IFRS연결),비유동자산집중도(IFRS연결),투자집중도(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),CASH FLOW 대 차입금비율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),정상영업이익대비이자보상배율(IFRS연결),총자본회전률(IFRS연결),경영자본회전률(IFRS연결),자기자본회전률(IFRS연결),자본금회전률(IFRS연결),타인자본회전률(IFRS연결),매입채무회전률(IFRS연결),매입채무회전기간(IFRS연결),유동자산회전률(IFRS연결),당좌자산회전률(IFRS연결),재고자산회전률(IFRS연결),재고자산회전기간(IFRS연결),"상품,제품회전률(IFRS연결)","원,부재료회전률(IFRS연결)",재공품회전률(IFRS연결),매출채권회전률(IFRS연결),매출채권회전기간(IFRS연결),비유동자산회전률(IFRS연결),유형자산회전율(IFRS연결),순운전자본회전률(IFRS연결),운전자본회전률(IFRS연결),1회전기간(IFRS연결),부가가치(IFRS연결)(백만원),종업원1인당 부가가치(IFRS연결)(백만원),종업원1인당 매출액(IFRS연결)(백만원),종업원1인당 정상영업이익(IFRS연결)(백만원),종업원1인당 순이익(IFRS연결)(백만원),종업원1인당 인건비(IFRS연결)(백만원),노동장비율(IFRS연결),기계장비율(IFRS연결),자본집약도(IFRS연결),총자본투자효율(IFRS연결),설비투자효율(IFRS연결),기계투자효율(IFRS연결),부가가치율(IFRS연결),노동소득분배율(IFRS연결),자본분배율(IFRS연결),이윤분배율(IFRS연결),부가가치(IFRS연결)(백만원),법인세비용차감전(계속사업)손익(IFRS연결)(백만원),인건비(IFRS연결)(백만원),금융비용(IFRS연결)(백만원),임차료(IFRS연결)(백만원),세금과공과(IFRS연결)(백만원),감가상각비(IFRS연결)(백만원),종업원1인당 부가가치(IFRS연결)(백만원),총자본투자효율(IFRS연결),기계투자효율(IFRS연결),부가가치율(IFRS연결),종업원수(IFRS연결),PER(최고)(IFRS),PER(최저)(IFRS),PBR(최고)(IFRS),PBR(최저)(IFRS),PCR(최고)(IFRS),PCR(최저)(IFRS),PSR(최고)(IFRS),PSR(최저)(IFRS),기업가치(EV)(IFRS)(백만원),EBITDA(IFRS)(백만원),감사의견코드,라벨
(주)크라우드웍스,355390,Dec.24,20516154,21679050,32865570,-9006095,-9165480,1761,0,12013503,22549904,15160,4468968,-23.32,-73.37,0,0,77.05,-42.83,0,-28.65,-49.9,0,0,0,,,,,100,-97.61,-76.29,-28.83,-30.97,-24.21,-93.7,-72.05,-37.36,-29.21,-275.42,-207.21,0,197.61,21.33,22.09,4.62,-0.05,5.46,0,-22.74,152.19,41.93,20.79,0.56,2.09,4.09,43.73,25.31,2.19,11.09,10.18,131.45,,,54.93,,,,2898.57,-2099,-2462.57,,-2829.23,62.42,0,166.13,62.42,37.58,31.39,68.61,228.18,119.72,110.4,94.64,94.64,59.28,0,0,296.85,0,0,218.6,210.16,95.36,8.44,0,-3.54,37.52,119.54,-8.58,-15.49,18.23,1.34,234.74,80.43,175.93,-24.11,-44.09,-16.54,-45.26,-21.11,0.32,0.38,0.96,2.82,0.47,15.75,23.18,0.43,0.43,0,0,0,0,0,7.96,45.85,1.24,7.27,0.23,0,0.04,3930.4,,,,,,,,,11.96,565.74,1733.8,32.72,283.61,-183.61,-233.19,3930.4,-9163.72,11146.84,555.57,154.87,149.32,1087.52,,11.96,1733.8,32.72,,0,0,22.34,4.03,0,0,18.6,3.36,69675.09,-9271.8,UQ,
(주)크라운제과,264900,Dec.24,,,,,,,,,,7790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.49,5.87,0.84,0.47,5.24,2.93,0.4,0.22,111355.95,34319.96,,
(주)크라운해태홀딩스,5740,Dec.24,251687915,387404792,1180815138,292704591,43647782,10197792,0,1046896220,605441321,5500,14847347,2.17,1.35,0,-33.75,0.38,9.34,17.58,5.86,1.1,-4.86,14.6,23.45,,,,,33,6.46,4.17,5.87,5.78,3.74,12.07,7.35,6.28,4.05,874.91,308.63,67,93.54,-1.31,-1.33,1.27,0.06,1.02,18.94,4.87,94.89,25.49,0,0,1.33,4.55,10.85,112.11,2.18,5.11,4.92,4268.1,,,119.03,,,,67768.73,1594,7195.63,,4374.57,21.31,32.81,27.09,14.32,78.69,48.73,51.27,4320.34,161.48,117.11,64.97,43.65,8.53,133.41,0,124.34,225.66,107.3,105.23,67.33,69.9,37.89,0,-11.49,23.61,48.45,4.74,5.05,48.39,73.97,23.01,88.58,106.57,15.78,34.27,8.09,9.13,5.09,0.9,0.97,1.87,135.54,1.72,11.6,31.47,4.35,6.36,13.7,26.64,22.29,96.98,1248.08,9.15,39.88,1.13,1.48,1.69,0.09,0.03,367184.17,,,,,,,,,31.1,52.69,181.3,35.07,69.36,30.64,11.89,367184.17,53845.57,254685.88,13285.65,0,0,45481.8,,31.1,181.3,35.07,,15.28,8.32,0.47,0.26,27.54,14.99,7.79,4.24,128834.34,4887.87,UQ,
(주)크래프톤,259960,Dec.24,5004427032,784829948,7919463568,5081464676,1302592654,420085737,0,2709774107,1090331966,312500,47906674,22.96,-6.72,0,2.37,17.73,26.23,0,22.93,41.83,53.96,119.38,132.25,,,,,100,43.64,48.07,16.92,16.47,18.14,19.09,21.1,21.54,23.72,24010.83,26520.61,0,56.36,19.93,0.85,-0.86,4.55,3.74,24.39,17.82,47.13,38.2,0,0,-1.43,6.57,17.83,52.19,-2.35,4.78,4.71,140131.63,,,96.07,,,,56026.5,28593,18772.07,,24448.77,63.19,0,171.68,63.19,36.81,86.23,13.77,138611.22,42.69,40.86,637.64,637.64,74.11,0,0,479507.53,0,0,15.97,11.49,39.56,4.47,7.24,53.28,2.5,2.9,125.03,999999999,87.18,1401.58,165.49,99.47,225.16,72.01,396.62,9.91,28.97,0,0.38,0.49,0.44,550.23,2.75,13013,0.03,0.6,0.6,0,0,0,0,0,3.17,114.97,1.01,10.91,0.53,0,0.01,2425085.1,,,,,,,,,30.62,1014.15,6312.59,89.49,25.53,74.47,53.71,2425085.1,1722678.39,619182.51,-23216.25,0,0,106440.44,,30.62,6312.59,89.49,,12.48,6.48,2.52,1.31,19.57,10.17,6.51,3.38,14687275.26,1272596.66,UQ,
(주)크레버스,96240,Dec.24,42660836,131496919,198413596,86013090,6561586,1163559,0,228168257,157908909,14600,11138180,-8.08,-5.26,0,-0.6,-3.14,-22.5,4.76,-8.38,-2.28,-59.09,-49.5,-39.44,,,,,100,4.52,2.88,5.36,4.98,3.17,23.99,17.99,6.36,4.05,178.82,131.28,0,95.48,-1.14,-1.96,1.96,0.15,1.37,37.32,5.33,96.38,28.78,0.41,1.21,1.98,11.15,50.93,89.33,2.73,4.91,4.79,1737.04,,,252.83,,,,20123.89,902,2215.04,,909.92,21.5,3.18,27.39,20.82,78.5,20.41,79.59,697.77,384.53,232.76,32.44,31.41,8.49,1016.43,0,19135.88,1016.43,5.31,389.85,324.65,85.35,65.21,0,-44.77,54.2,265.51,1.96,2.72,50.63,17.41,21.41,69.37,67.26,21.4,31.43,17.03,14.81,2.3,1.1,1.41,5.3,39.55,1.39,1866.33,0.2,4.67,4.8,172.29,2.12,172.29,0,0,16.13,22.63,1.44,5.49,1.35,0,0.04,107783.03,,,,,,,,,54.32,272.99,1716.01,47.24,60.31,39.69,6.09,107783.03,7725.14,65006.09,4482.06,2645.69,2742.44,25181.61,,54.32,1716.01,47.24,,565.63,421.68,10.79,8.04,7.96,5.93,1.08,0.81,246775.51,36886.53,UQ,
(주)크레오에스지,40350,Dec.24,33671459,7915727,91503437,-207896218,-13878518,2425,0,8157057,41110090,567,193205323,70.73,8681.86,0,0,146.49,11.74,0,40.42,-16.39,0,0,0,,,,,30.7,-69.31,-170.14,-6.35,-7.79,-19.13,-13.69,-29.01,-10.52,-25.83,-6.73,-14.92,69.3,169.31,-100.8,-6.51,9.96,0,0.04,0,-18.01,92.06,103.17,0,0,8.9,6.39,25,30.17,2.6,5.93,8.07,-47.17,,,-103.05,,,,55.64,-83,-35.8,,-38.56,36.8,0.02,58.22,36.79,63.2,55.07,44.93,52.28,114.76,69.19,425.37,425.3,183.17,3486.35,0.02,43.35,3486.35,8041.75,81.58,15.71,19.78,65.87,128.88,28.15,34.19,62.08,-3.05,-16.09,-49.91,-0.47,391.11,498.31,938.98,-13.06,-17.17,-5.87,-65.83,-6.96,0.11,0.15,0.2,0.1,0.26,13.46,27.11,0.26,0.26,1321.19,0.28,1321.19,0,0,27.7,13.18,0.2,0.38,0.18,0,0,-3071.54,,,,,,,,,-3.36,-7.2,-3574.17,-37.65,0,0,0,-3071.54,-13876.09,9409.91,812.06,0,0,582.59,,-3.36,-3574.17,-37.65,,0,0,3.17,1.18,0,0,21.07,7.86,97681.38,-1765.22,UQ,
(주)크리스에프앤씨,110790,Dec.24,204256451,285665681,659188506,260666167,-25139633,-1169424,0,331280497,300850116,6020,23430960,-4.47,19.91,0,1.65,8.65,-24.71,-1.69,-3.5,-9.74,-73.67,0,-107.93,,,,,62.73,3.66,-7.59,2,1.8,-3.73,3.33,-6.89,2.32,-4.81,103.61,-214.58,37.27,96.34,-11.61,-3.23,3.04,0.01,6.27,0,-2.23,97.49,9.53,0,0,3.04,3.02,16.34,71.3,3.26,4.74,4.69,3208.37,,,88.44,,,,14138.58,-1222,244.54,,518.07,30.99,75.03,44.9,7.74,69.01,54.36,45.64,3058.67,126.96,121.79,71.5,17.86,5.18,11.5,0,167.09,12.11,6.88,83.96,79.72,98.91,4.24,0,-12.35,36.54,67.22,1.06,-1.61,57.02,32.08,71.78,131.86,150.65,0.78,0.97,0.35,0.71,1.2,0.49,0.63,0.91,28.28,1.07,27.39,13.32,1.39,3.98,2.14,170.29,2.27,49.39,0,17.69,20.64,0.76,1.19,0.7,0,0.01,25398.74,,,,,,,,,3.85,9.49,174.75,7.67,124.41,-24.41,-98.98,25398.74,-26309.06,31598.79,10085.99,0,0,10023.02,,3.85,174.75,7.67,,0,0,0.6,0.38,20.47,13.12,0.63,0.41,357787.02,24525.53,UQ,
(주)크린앤사이언스,45520,Dec.24,43747904,42679957,82397429,12748814,-7406581,1818048,0,84623448,62756024,4380,6500000,-12.5,-27.52,0,0,-20.02,-4.57,11.4,-29.44,-8.51,0,0,-1346.67,,,,,14.66,-1,-8.75,0.27,-0.96,-8.39,-3.58,-31.2,-1.15,-10.01,-23.26,-202.92,85.34,101,-5.6,1.8,0.84,2.58,0,0,-7.59,106.28,12.7,0,0,0.75,5.1,16.48,211.39,1.1,3.72,3.55,520.7,,,84.79,,,,13018.99,-1211,382.1,,-130.6,53.09,36.69,113.19,33.62,46.91,23.84,76.16,538.12,196.78,97.31,102.5,64.9,6.48,77.25,1502.81,135.82,192.21,56.88,319.51,217.3,58.85,102.21,1879.87,1.3,58.66,246.07,-0.47,-6.88,23.07,5.21,52.94,51.39,80.39,7.84,10.17,5.97,5.81,-1.2,0.96,1.14,3.56,23.18,1.31,9.52,38.35,1.89,2.86,5.56,65.68,13.8,12.93,76.11,6.98,52.29,1.95,3.12,0.97,0.33,0.01,11967.73,,,,,,,,,14.52,53.38,303.57,14.14,100.43,-0.43,-61.89,11967.73,-5588.53,12019.04,709.51,0,0,4827.71,,14.52,303.57,14.14,,0,0,2.95,1.37,24.82,11.54,0.68,0.31,73368.1,3112.96,UQ,
(주)클래시스,214150,Dec.24,234201823,128903651,608378809,336059468,97543754,30387239,0,242938965,155734894,47650,65505659,62.04,38.98,0,-28.34,97.24,26.09,54.37,60.13,34.87,36.62,31.86,31.93,,,,,78.67,50.4,40.15,25.87,24.89,19.83,33.27,26.54,27.9,22.23,1868.5,1493.6,21.33,49.6,2.26,8.04,-1.14,6.32,5.28,23.75,19.27,51.32,26.1,0,0,-2.01,5.26,7.12,10.19,-2.23,2.24,2.6,6749.36,,,97.45,,,,3750.41,1517,1587,,1890.23,38.5,12.81,62.59,33.56,61.5,74.4,25.6,6848.9,82.66,78.04,181.69,158.41,17.65,123.12,28.49,942.11,287.41,13.07,34.41,28.48,87.09,5.93,25.48,17.31,14.98,20.13,60,999999999,73.32,67.29,86.43,116.05,226.02,53.76,91.88,13.76,34.46,0,0.49,0.55,0.66,37.07,1.96,110.87,3.29,1.16,1.31,9.83,37.14,25.95,20.41,72.03,8.97,40.71,0.86,1.46,0.84,0,0.01,168173.54,,,,,,,,,27.64,97.12,1870.13,69.22,21.28,78.72,58,168173.54,127930.99,35785.23,-2760.8,0,0,7218.11,,27.64,1870.13,69.22,,41.4,18.33,11.44,5.07,39.69,17.57,16.8,7.44,3188497.73,130319.86,UQ,
(주)클로봇,466100,Dec.24,65669617,8026984,69510935,-46829057,-6729152,0,0,33395079,9543312,8910,24555148,0,0,0,0,0,0,0,0,0,0,0,0,,,,,17.58,-22.43,-20.15,-9.51,-10.78,-9.68,-12.49,-11.23,-11.02,-9.9,-61.01,-54.81,82.42,122.43,2.28,1.39,-2.42,-0.88,0.35,0,-10.84,119.4,33.44,0,0,-1.95,1.23,36.69,102.67,-8.46,8.09,8.09,387.95,,,75.7,,,,17712.52,-313,-3987.67,,-3973.11,94.47,5.53,1709.56,89.25,5.53,86.27,13.73,487.95,6.41,6.25,818.11,772.87,116.38,205.98,6.3,327.06,260,62.98,15.91,13.39,77.18,2.53,2.63,82.93,1.34,1.55,-99.6,999999999,68.61,3.88,196.64,11.5,203.47,-78.78,-808.57,-10.82,-22.51,0,0.48,0.49,0.56,2.72,3.5,14.6,25,0.51,0.54,9.2,39.69,11.61,49.06,0,4.46,81.76,8.69,40.26,0.45,0,0.01,6833.52,,,,,,,,,9.83,894.67,21606.61,20.46,202.67,-102.67,-98.47,6833.52,-6729.15,13849.7,-807.29,12.04,0,508.23,,9.83,21606.61,20.46,,0,0,0.4,0.18,0,0,1.04,0.46,212463.99,-6642.84,UQ,0
(주)클리오,237880,Dec.24,186896152,46505969,295426371,144524056,27155971,5174543,0,351365821,61533515,17200,18071353,5.67,-0.51,0,-0.36,-0.28,9.47,29.61,9.78,6.29,-27.23,0.61,2.04,,,,,48.75,7,7.73,9.99,8.56,9.45,10.99,12.43,10.19,11.25,272.28,308.38,51.25,93,2.2,1.86,-1.15,0.85,16.07,16.01,8.04,91.05,7.53,0,0,-1.23,0.79,9.56,20.63,-6.35,3.27,3.71,2621.02,,,100.63,,,,19443.25,1550,957.65,,1361.42,63.26,15.78,172.21,53.28,36.74,79.17,20.83,2597.26,46.4,43.6,401.88,338.48,238.6,60.79,21,70.79,65.55,85.87,26.31,19.88,35.54,6.42,10.7,47.52,0.79,0.99,324.59,999999999,79.9,26.12,50.89,30.93,70.9,43.09,1142.55,8.98,7.55,0,1.22,1.46,1.57,38.89,5.52,12.68,28.79,1.96,2.3,13.45,27.13,14.18,732.19,0,20.93,17.44,3.23,5.88,1.53,0.05,0.06,55876.07,,,,,,,,,18.91,94.23,0,15.9,44.29,55.71,48.6,55876.07,32330.51,24750.26,-4046.69,230.55,0,2611.44,,18.91,0,15.9,,30.45,10.69,3.63,1.28,39.75,13.95,2.39,0.84,205008.75,27876.67,UQ,
(주)키다리스튜디오,20120,Dec.24,121643086,106393638,330388216,-34610341,-7219357,5979556,0,205213284,130298400,3360,37063766,-4.05,-16.4,0,0,-6.68,0.83,90,-4.13,19.98,0,0,0,,,,,40.85,1.07,-3.52,1.34,0.65,-2.14,1.07,-3.73,0.72,-2.38,11.82,-41.07,59.15,98.93,-1.67,0.71,0.83,1.77,0,0,-1.64,100.58,18.81,0,0,0.79,7.52,32.04,36.97,1.28,9.74,8.7,976.65,,,98.1,,,,5540.36,-205,377.17,,59.1,36.82,1.75,58.27,36.17,63.18,60.56,39.44,1076.64,104.33,93.19,114.33,112.33,47.06,623.07,13.98,14943.12,623.07,4.17,65.12,53.17,53.44,11.95,156.76,4.62,12.58,20.78,0.54,0.27,54.95,9.8,59.03,105.36,146.7,6.94,21.75,2.74,4.41,1.29,0.61,0.68,1,11.08,1.54,666.72,0.55,1.69,1.72,126.1,2.89,126.1,0,0,15.06,24.24,0.95,6.78,0.95,0,0.04,57253.74,,,,,,,,,17.33,207.81,0,27.9,70.86,29.14,-12.61,57253.74,-1239.8,40572.65,1702.9,0,0,16218,,17.33,0,27.9,,0,0,1.26,0.51,0,0,3.22,1.3,135113.48,-2287.38,UQ,
(주)키이스트,54780,Dec.24,,,,,,,,,,5020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.78,1.81,64.97,31.12,2.09,1,83279.07,1732.25,,
(주)킵스바이오파마,256940,Dec.24,70713984,85427072,165210654,7270490,1611724,1757846,0,127583229,101989703,5210,18748658,40.87,23.58,0,0,34.01,51.21,283.57,-12.41,38.48,103.14,-71.67,-66.57,,,,,13.51,4.87,1.26,4.92,4.4,1.14,10.21,2.07,4.95,1.28,66.32,11.88,86.49,95.13,-2.23,-1.09,2.35,1.81,0,52.17,3.26,95.08,8.42,0,0,2.36,2.03,10.23,87.95,3.73,6.69,7.17,434.8,,,87.92,,,,6804.93,59,256.47,,331.58,42.8,28.9,74.83,30.43,57.2,38.27,61.73,534.8,149.47,118.44,82.78,58.85,21.98,79.54,0,274.38,141.13,28.99,161.32,135.12,75.8,26.2,0,-8.91,33.74,88.16,1.67,2.12,32.59,5.74,46.04,64.67,113.42,2.33,4.26,1.44,1.86,2.07,0.9,1.02,2.09,13.61,1.59,29.37,12.43,2.17,2.78,9.9,36.85,19.26,67.72,48.73,9.84,37.09,1.55,4.02,0.99,0,0.02,19728.41,,,,,,,,,11.94,61.3,491.36,15.46,54.35,45.65,8.17,19728.41,3369.57,10721.57,2998.25,0,0,2582.07,,11.94,491.36,15.46,,13,6.71,2.5,1.29,522.13,269.49,30.36,15.67,130053.94,-1493.23,UQ,
(주)타이거일렉,219130,Dec.24,,,,,,,,,,12780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040.33,277.88,5.46,1.46,1488.8,397.67,4.63,1.24,89559.26,2602.22,,
(주)탑런토탈솔루션,336680,Dec.24,272210477,232579561,452487709,107253249,19887698,2757001,0,519654712,268326305,9850,19572779,20.41,3.74,0,177.78,7.78,30.53,35.28,97.03,1.12,-12.26,-12.2,15.31,,,,,15.05,5.01,3.83,6.42,6.29,4.8,18.69,14.54,6.67,5.09,505.43,386.03,84.95,94.99,-0.9,-0.81,1.55,0.74,0.01,12.9,6.75,95.63,16.09,0,0,1.58,3.9,13.45,98.77,2.93,6.4,6.21,1754.63,,,91.44,,,,501868.49,1160,33588.81,,25148.89,60.16,16.54,151,50.21,39.84,40.7,59.3,1854.63,97.89,81.98,117.04,97.68,43.43,244.62,113.6,117.99,354.66,207.33,145.7,126.29,76.95,19.41,90.2,8.76,29.67,72.91,3.03,3.65,38.54,17.82,46.26,33.44,82.76,10.89,21.77,6.46,5.62,3.23,1.25,1.33,3.73,100.86,1.89,5.56,65.63,2.16,2.58,13.27,27.5,21.47,43.85,257.95,4.66,78.26,2.99,3.63,1.09,0.08,0.03,131365.17,,,,,,,,,29.03,95.27,270.77,25.28,62.45,37.55,15.14,131365.17,21365.19,82042.07,8049.52,0,0,19908.4,,29.03,270.77,25.28,,45.92,21.57,2.61,1.23,37.37,17.55,3.13,1.47,179563.32,8338.37,UQ,
(주)탑머티리얼,360070,Dec.24,,,,,,,,,,26150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5.65,1.42,0,0,7.49,1.88,233570.25,-4331.75,,
(주)탑엔지니어링,65130,Dec.24,388642327,245653038,594806942,144664302,3189287,1829542,0,815419034,254710239,5450,17189982,5.83,0.65,0,-1.29,-2.05,10.55,78.41,-0.72,-15.01,0,-109.98,-82.61,,,,,8.55,-0.92,0.39,-1,-1.29,0.55,-2.23,-0.65,-1.4,0.6,-83.91,-14.08,91.45,100.92,1.53,1.91,0.34,2.01,0.01,36.45,1.03,99.42,7.51,0,0,0.32,2.87,17.55,195.9,1.14,5.97,5.92,2336.97,,,104.26,,,,47435.71,-90,813.08,,-434.48,65.34,40.44,188.51,38.92,34.66,57.18,42.82,2157.83,60.62,59.05,158.21,94.23,22.03,95.63,109.91,108.54,557.85,88.11,74.89,72.23,97.5,2.66,6.33,24.04,12.52,21.9,-1.68,2.81,59.87,39.87,45.39,25.55,66.68,9.8,33.5,4.2,3.06,-2.69,1.41,1.53,2.43,91.61,3.35,6.17,59.2,2.2,3.29,6.65,54.89,39.67,12.9,24.42,5.06,72.08,3.91,5.04,1.35,0.17,0.01,97097.16,,,,,,,,,16.32,66.13,304.28,11.91,66.53,33.47,3.28,97097.16,5018.83,64596.52,2779.02,0,0,24702.79,,16.32,304.28,11.91,,0,0,0.75,0.33,5.56,2.47,1.59,0.71,95471.22,-6323,UQ,
(주)탑코미디어,134580,Dec.24,21807698,5866198,38557961,-18932543,-4723549,1381644,0,23340260,6086477,1580,22025767,-7.91,-22.53,0,0,-12.51,-4.04,0,-12.79,21.7,0,0,0,,,,,100,-15.97,-20.24,-8.28,-9.27,-11.75,-10.69,-13.55,-9.27,-11.75,-33.84,-42.89,0,115.97,1.65,2.62,-1.62,1,38.39,0,-12.69,113.85,12.26,0,0.05,-1.38,8.76,13.25,0.85,-7.05,12.39,6.7,208.16,,,70.5,,,,1059.68,-218,-93.26,,-169.19,56.56,0,130.19,56.56,43.44,84.21,15.79,294.85,51.58,51.24,371.75,371.75,267.9,0,0,0,0,0,18.74,18.07,60.21,0.68,1.38,41.34,0.42,0.5,-184.56,999999999,59.45,2.08,95.4,76.9,165.2,-60.66,-2266.36,-9.58,-15.82,0,0.58,0.58,0.67,2.12,4.35,0,0,1.05,1.05,0,0,0,0,0,4.81,75.85,1.3,113.61,0.85,0.2,0.01,2079.63,,,,,,,,,5.39,1159.49,2487.92,8.91,161.99,-61.99,-227.13,2079.63,-3341.9,3368.86,-378.18,10.44,12.83,2407.59,,5.39,2487.92,8.91,,0,0,4.53,1.59,65.18,22.87,5.93,2.08,20638.13,4133.05,UQ,
(주)태경비케이,14580,Dec.24,146425698,56240751,385609175,143596969,34803878,8380939,0,308594842,73702842,4540,27583100,2,17.98,0,-46.9,4.41,-1.7,-7.8,9.1,4.91,5.36,13.79,-6.07,,,,,28.05,13.68,11.28,12.09,11.06,9.12,13.96,13.26,15.41,12.7,306.15,198.23,71.95,86.32,0.31,0.16,-0.99,-0.38,0.02,19.41,8.32,86.37,13.3,0,0,-1.11,3.34,10.94,229.52,-3.83,5.22,5.53,1460.34,,,80.44,,,,11187.82,991,1410.79,,1530.74,37.97,18.11,61.22,31.1,62.03,80.89,19.11,1560.34,76.68,72.62,260.36,213.21,96.62,149.38,29.4,497.59,322.08,30.02,23.63,18.03,98.22,5.6,19.36,23.39,4.51,5.57,46.54,999999999,77.31,21.62,47.86,75.87,88.65,63.53,269.37,12.14,15.17,0,0.81,1.13,1.02,22.38,3.89,22.15,16.48,2.09,2.57,11.17,32.69,26.18,62.97,510.34,7.18,50.85,1.32,2.27,1.49,0,0.01,92567.53,,,,,,,,,24.01,86.21,430.7,30,39.33,60.67,37.6,92567.53,43184.82,36410.35,-3044.21,7075.37,0,9146.18,,24.01,430.7,30,,8.22,4.65,1.14,0.65,7.35,4.16,0.81,0.46,113604.91,35185.23,UQ,
