회사명,거래소코드,회계년도,유동자산(*)(IFRS연결)(천원),유동부채(*)(IFRS연결)(천원),자산(*)(IFRS연결)(천원),기말이익잉여금(결손금)(*)(IFRS연결)(천원),당기순이익(손실)(IFRS연결)(천원),법인세비용(IFRS연결)(천원),이자비용(IFRS연결)(천원),매출액(수익)(*)(IFRS연결)(천원),부채(*)(IFRS연결)(천원),종가(원),보통주(IFRS연결)(주),총자본증가율(IFRS연결),유형자산증가율(IFRS연결),비유동생물자산증가율(IFRS연결),투자부동산증가율(IFRS연결),비유동자산증가율(IFRS연결),유동자산증가율(IFRS연결),재고자산증가율(IFRS연결),자기자본증가율(IFRS연결),매출액증가율(IFRS연결),정상영업이익증가율(IFRS연결),순이익증가율(IFRS연결),총포괄이익증가율(IFRS연결),종업원1인당 부가가치증가율(IFRS연결),종업원수증가율(IFRS연결),종업원1인당 매출액증가율(IFRS연결),종업원1인당 인건비증가율(IFRS연결),매출액총이익률(IFRS연결),매출액정상영업이익률(IFRS연결),매출액순이익률(IFRS연결),총자본사업이익률(IFRS연결),총자본정상영업이익률(IFRS연결),총자본순이익률(IFRS연결),자기자본정상영업이익률(IFRS연결),자기자본순이익률(IFRS연결),경영자본정상영업이익률(IFRS연결),경영자본순이익률(IFRS연결),자본금정상영업이익률(IFRS연결),자본금순이익률(IFRS연결),매출원가 대 매출액비율(IFRS연결),영업비용 대 영업수익비율(IFRS연결),기타손익비률(IFRS연결),금융손익비율(IFRS연결),금융비용부담률(IFRS연결),외환이익 대 매출액비율(IFRS연결),광고선전비 대 매출액비율(IFRS연결),세금과공과 대 세금과공과 차감전순이익률(IFRS연결),기업순이익률(IFRS연결),수지비율(관계기업투자손익 제외)(IFRS연결),인건비 대 총비용비율(IFRS연결),R & D 투자효율(IFRS연결),세금과공과 대 총비용비율(IFRS연결),금융비용 대 총비용비율(IFRS연결),감가상각비 대 총비용비율(IFRS연결),감가상각률(IFRS연결),누적감가상각률(IFRS연결),이자부담률(IFRS연결),지급이자율(IFRS연결),차입금평균이자율(IFRS연결),유보율(IFRS연결),사내유보율(IFRS연결),사내유보 대 자기자본비율(IFRS연결),적립금비율(재정비율)(IFRS연결),평균배당률(IFRS연결),자기자본배당률(IFRS연결),배당성향(IFRS연결),1주당매출액(IFRS연결)(원),1주당순이익(IFRS연결)(원),1주당 CASH FLOW(IFRS연결)(원),1주당순자산(IFRS연결)(원),1주당정상영업이익(IFRS연결)(원),유동자산구성비율(IFRS연결),재고자산 대 유동자산비율(IFRS연결),유동자산 대 비유동자산비율(IFRS연결),당좌자산구성비율(IFRS연결),비유동자산구성비율(IFRS연결),자기자본구성비율(IFRS연결),타인자본구성비율(IFRS연결),자기자본배율(IFRS연결),비유동비율(IFRS연결),비유동장기적합률(IFRS연결),유동비율(IFRS연결),당좌비율(IFRS연결),현금비율(IFRS연결),매출채권비율(IFRS연결),재고자산 대 순운전자본비율(IFRS연결),매출채권 대 매입채무비율(IFRS연결),"매출채권 대 상,제품비율(IFRS연결)",매입채무 대 재고자산비율(IFRS연결),부채비율(IFRS연결),유동부채비율(IFRS연결),단기차입금 대 총차입금비율(IFRS연결),비유동부채비율(IFRS연결),비유동부채 대 순운전자본비율(IFRS연결),순운전자본비율(IFRS연결),차입금의존도(IFRS연결),차입금비율(IFRS연결),이자보상배율(이자비용)(IFRS연결),이자보상배율(순금융비용)(IFRS연결),유보액대비율(IFRS연결),유보액 대 납입자본배율(IFRS연결),유동자산집중도(IFRS연결),비유동자산집중도(IFRS연결),투자집중도(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),CASH FLOW 대 차입금비율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),정상영업이익대비이자보상배율(IFRS연결),총자본회전률(IFRS연결),경영자본회전률(IFRS연결),자기자본회전률(IFRS연결),자본금회전률(IFRS연결),타인자본회전률(IFRS연결),매입채무회전률(IFRS연결),매입채무회전기간(IFRS연결),유동자산회전률(IFRS연결),당좌자산회전률(IFRS연결),재고자산회전률(IFRS연결),재고자산회전기간(IFRS연결),"상품,제품회전률(IFRS연결)","원,부재료회전률(IFRS연결)",재공품회전률(IFRS연결),매출채권회전률(IFRS연결),매출채권회전기간(IFRS연결),비유동자산회전률(IFRS연결),유형자산회전율(IFRS연결),순운전자본회전률(IFRS연결),운전자본회전률(IFRS연결),1회전기간(IFRS연결),부가가치(IFRS연결)(백만원),종업원1인당 부가가치(IFRS연결)(백만원),종업원1인당 매출액(IFRS연결)(백만원),종업원1인당 정상영업이익(IFRS연결)(백만원),종업원1인당 순이익(IFRS연결)(백만원),종업원1인당 인건비(IFRS연결)(백만원),노동장비율(IFRS연결),기계장비율(IFRS연결),자본집약도(IFRS연결),총자본투자효율(IFRS연결),설비투자효율(IFRS연결),기계투자효율(IFRS연결),부가가치율(IFRS연결),노동소득분배율(IFRS연결),자본분배율(IFRS연결),이윤분배율(IFRS연결),부가가치(IFRS연결)(백만원),법인세비용차감전(계속사업)손익(IFRS연결)(백만원),인건비(IFRS연결)(백만원),금융비용(IFRS연결)(백만원),임차료(IFRS연결)(백만원),세금과공과(IFRS연결)(백만원),감가상각비(IFRS연결)(백만원),종업원1인당 부가가치(IFRS연결)(백만원),총자본투자효율(IFRS연결),기계투자효율(IFRS연결),부가가치율(IFRS연결),종업원수(IFRS연결),PER(최고)(IFRS),PER(최저)(IFRS),PBR(최고)(IFRS),PBR(최저)(IFRS),PCR(최고)(IFRS),PCR(최저)(IFRS),PSR(최고)(IFRS),PSR(최저)(IFRS),기업가치(EV)(IFRS)(백만원),EBITDA(IFRS)(백만원),감사의견코드,라벨
(주)태광,23160,Dec.24,308837753,34503119,660339011,522032243,46120905,11710158,0,266809992,50851646,17660,26500000,5.44,3.29,0,-0.84,8.9,1.75,-0.94,7.05,-14.5,-30.92,-18.46,-20.12,,,,,27.06,14.94,17.29,7.63,6.2,7.17,6.73,8.2,7.42,8.58,300.93,338.96,72.94,85.06,6.73,6.69,-3.23,3.28,0.06,20.25,5.83,80.25,15.98,0,0,-3.67,4.34,11.41,106.22,-16.95,21.74,21.51,4256.75,,,100.05,,,,10068.3,1736,2235.28,,1504.64,46.77,39.88,87.86,28.12,53.23,92.3,7.7,4272.05,57.67,56.17,895.1,538.16,92.93,48.54,44.89,549.26,217.83,8.84,8.34,5.66,41.62,2.68,5.96,41.54,0.42,0.45,66.31,999999999,91.99,45.85,114.75,126.36,204.49,111.67,2052.64,8.6,21.28,0,0.41,0.5,0.45,20.14,5.24,27.96,13.05,0.87,1.46,2.16,169.28,7.74,3.7,16.79,4.43,82.4,0.79,1.48,0.78,0,0,96965.79,,,,,,,,,14.68,53.01,234.86,36.34,38.73,61.27,47.56,96965.79,57831.06,37552.16,-8624.33,0,0,10206.89,,14.68,234.86,36.34,,11.14,6.65,0.91,0.54,9.39,5.6,2.12,1.27,448312.82,47602.33,UQ,
(주)태성,323280,Dec.24,33588382,22129721,79613978,10172851,5968175,1095342,0,59212420,38631626,24050,25890730,39.73,74.34,0,0,78.16,7.86,-30.13,32.67,77.61,0,0,0,,,,,24.59,10.2,10.08,9.17,8.84,8.74,16.8,16.61,10.18,10.06,236.18,233.46,75.41,89.8,1.73,1.5,0.16,1.66,0.12,15.51,8.88,88.39,16.41,0,0,0.18,2.55,8.91,0,0.3,1.42,1.98,1482.9,,,89.74,,,,2294.73,233,173.88,,233.98,42.19,23.07,72.98,32.45,57.81,51.48,48.52,1582.9,112.31,80.07,151.78,116.76,49.9,134.44,67.64,186.61,2148.87,72.04,94.26,54,31.82,40.27,144.01,14.39,28.77,55.89,18.62,73.8,48.22,14.83,54.66,60.68,104.1,16.01,27,7.77,10.45,62.23,0.87,1,1.65,23.16,1.83,10.91,33.47,1.83,2.58,6.28,58.08,144.41,48.75,7.59,6.88,53.02,1.65,1.84,1.06,0.5,0.01,17062.19,,,,,,,,,21.43,74.18,819.23,28.82,51.71,48.29,34.98,17062.19,7063.52,8823.12,97.02,346.96,0,1371.59,,21.43,819.23,28.82,,195.09,13.9,32.27,2.3,220.62,15.72,22.52,1.6,635636.42,6440.05,UQ,
(주)태양,53620,Dec.24,114119137,30585964,220372093,173640053,8262166,1471193,0,152238219,36291093,6250,8600000,3.23,-6.22,0,-1.67,-5.37,12.77,-10.82,3.05,-3.04,-66.87,13.01,14.61,,,,,13.28,1.42,5.43,1.38,1,3.81,1.19,4.56,1.22,4.66,50.39,192.14,86.72,98.58,4.97,4.44,-0.54,3.88,0.26,15.11,3.43,92.86,11.55,0,0,-0.54,4.75,14.66,166.8,-2.3,2.76,2.05,4230.06,,,99.7,,,,17702.12,1038,1587.23,,251.95,51.78,9.99,107.4,46.61,48.22,83.53,16.47,4280.95,57.72,55.99,373.11,335.82,124.92,173.23,13.65,159.99,661.53,108.28,19.71,16.62,91.11,3.1,6.83,37.91,0.26,0.31,137.77,999999999,82.54,42.3,70.72,71.78,119.45,41.33,2632.65,6.81,9.85,0,0.7,0.86,0.84,35.4,4.28,13.19,27.67,1.41,1.59,12.59,29,38.63,41.01,0,8.38,43.53,1.39,2.19,1.11,0.13,0.02,33410.77,,,,,,,,,15.16,49.7,248.82,21.95,51.96,48.04,24.73,33410.77,9733.36,17360.78,-816.98,0,0,7133.6,,15.16,248.82,21.95,,6.97,5.38,0.37,0.29,4.8,3.7,0.43,0.33,16563.58,9282.35,UQ,
(주)태영건설,9410,Dec.24,2195061005,2499973532,4323923757,551428840,66803953,11669902,0,2686174111,3796724785,2410,293855621,-6.82,-18.83,0,-18.68,-11.27,-2.06,-28.51,0,-19.89,0,0,0,,,,,6.87,0.77,2.49,1.46,0.46,1.49,0,61.93,0.77,2.51,24.67,41.8,93.13,99.23,2.15,-1.02,4.5,0,0,47.01,4.19,97.54,4.91,1.39,1.53,3.88,0.45,12.63,76.95,2.72,10.49,7.73,256.03,,,209.25,,,,16243.73,196,372.59,,124.83,50.77,15.95,103.11,42.67,49.23,12.19,87.81,356.03,403.81,116.72,87.8,73.79,13.79,92.66,0,0,247440.51,0,720.17,474.2,48.97,245.97,0,-7.05,36.55,299.77,0.12,1.65,8.79,2.58,82.58,84.28,98.39,-3.17,-7.61,-2.78,-4.48,0.17,0.6,1.01,0,32.1,0.61,296618.17,0,1.21,1.49,6.39,57.08,25039.38,11.5,22.82,9.5,38.43,1.19,15.52,0.47,0,0.01,421102.29,,,,,,,,,9.74,473.2,42110229269,15.68,36.29,63.71,15.86,421102.29,78473.86,152837,120830.16,7514.7,47591.88,13854.7,,9.74,42110229269,15.68,,36.75,0,2.83,0,0,0,0.4,0,923686.9,-61906.67,UQ,
(주)태웅,44490,Dec.24,,,,,,,,,,11890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.33,7.45,0.79,0.3,7.15,2.76,1.24,0.48,305211.83,42467.34,,
(주)태웅로직스,124560,Dec.24,341288694,227953956,535202546,239166218,31380019,8931322,0,1043843730,280791178,2890,38416584,28.89,34.66,0,-2.01,26.75,30.13,0,12.81,35.5,13.28,11.98,24.41,,,,,10.99,3.91,3.01,9.18,8.59,6.6,17.05,12.68,9.22,7.09,1062.64,785.62,89.01,96.09,-0.05,0.41,0.32,0.57,0.02,22.16,7.31,96.26,4.85,0,0,0.32,1.33,11.79,16.7,1.42,4.54,5.22,6711.3,,,103.62,,,,23348.45,835,713.33,,913.12,63.77,0,176,63.77,36.23,47.54,52.46,6569.05,76.22,63.11,149.72,149.72,25.07,0,0,314.6,0,0,110.37,89.6,62.21,20.77,46.62,21.18,25.42,53.47,6.61,13.02,48.56,67.65,28.91,16.62,48.49,5.2,10.72,2.73,1.4,12.18,2.2,2.36,4.36,271.72,4.43,25.67,14.22,3.46,3.46,0,0,0,0,0,8.88,41.09,6.02,8.14,2.08,0,0.04,107877.54,,,,,,,,,20.16,76.68,3696.53,10.33,46.69,53.31,29.09,107877.54,40311.34,50366.67,3352.53,0,0,13846.99,,20.16,3696.53,10.33,,10.61,5.21,1.14,0.56,11.97,5.87,0.32,0.16,186793.23,38102.2,UQ,
(주)테라젠이텍스,66700,Dec.24,150714083,100419443,237003167,-10874546,-39280684,-3018097,0,249625346,106458788,3120,32474435,-2.52,12.33,0,0,-32.45,30.61,53.7,-17.36,12.58,8.13,0,0,,,,,50.47,5.01,-15.74,5.53,5.21,-16.36,8.82,-33.07,6.98,-21.94,76.98,-252.41,49.53,94.99,-22.3,-1.33,0.76,0.05,0.1,0,-15.57,74.26,14.37,0,0,0.99,3.19,15.02,66.87,1.93,5.3,6.17,601.57,,,92.04,,,,7686.83,-1281,55.06,,384.91,63.59,23.77,174.66,48.47,36.41,55.08,44.92,690.67,66.1,63.18,150.08,114.4,22.11,177.83,71.24,300.5,291.92,59.18,81.55,76.92,94.67,4.63,12.01,21.22,21.3,38.67,4.67,-21.72,48.98,7.15,53.3,42.87,75.52,6.53,13.78,2.94,2.79,6.58,1.04,1.39,1.76,15.37,2.54,12.08,30.21,1.88,2.41,8.44,43.24,14.2,43.33,50.78,3.9,93.66,2.33,5.64,1.1,0,0.01,-7681.68,,,,,,,,,-3.24,-17.01,-55.92,-3.08,0,0,0,-7681.68,-43159.24,27493.15,1899.63,0,0,6096.38,,-3.24,-55.92,-3.08,,0,0,1.77,1,33.06,18.62,1.04,0.59,112565.87,14231.11,UQ,
(주)테스,95610,Dec.24,183222048,37380025,381186884,319965713,42653657,7181775,0,240077826,50648891,15500,19768226,18.44,75.93,0,0,55.26,-5.71,-22.32,10.59,63.39,0,2623.77,3944.71,,,,,26.9,16.03,17.77,13.03,10.95,12.13,12.22,13.55,16.18,17.94,389.25,431.54,73.1,83.97,4.73,5.29,-3.02,1.31,0.15,16.68,10.07,80.64,15.23,15.06,0.65,-3.49,2.76,15.54,97.69,-19.68,0.48,0.94,3818.77,,,114.17,,,,12144.63,2432,1543.42,,1946.24,48.07,22.48,92.55,37.26,51.93,86.71,13.29,3344.13,59.89,57.58,490.16,379.97,31.17,84.96,28.24,263.64,0,32.23,15.32,11.31,38.53,4.01,9.1,38.26,4.31,4.97,490.38,999999999,99.02,38.19,78.63,67.78,95.76,58.38,179.96,7.76,12.32,0,0.68,1.01,0.76,24.29,6.53,20.56,17.75,1.27,1.69,5.1,71.62,0,9.06,11.65,10.85,33.65,1.48,2.79,1.1,0,0.01,81291.05,,,,,,,,,21.33,230.65,909.33,33.86,38.89,61.11,52.47,81291.05,49835.43,31610.06,-7240.9,0,1356.98,5729.48,,21.33,909.33,33.86,,14.68,5.84,2.06,0.82,21.29,8.47,2.74,1.09,313122.9,43946.48,UQ,
(주)테이팩스,55490,Dec.24,44092146,28008482,189958984,72673922,3581006,-199051,0,135954866,35342683,12720,4769650,-4.96,16.55,0,0,8.82,-33.03,-7.95,1.26,-6.78,-78.42,-55.81,-54.67,,,,,13.01,1.05,2.63,1.03,0.73,1.84,0.93,2.33,0.84,2.1,37.62,94.32,86.99,98.95,1.44,1.26,-0.17,0.25,0.11,31.36,1.72,97.57,19.13,0,1.34,-0.17,5.58,12.12,77.87,-0.56,2.29,1.92,3971.18,,,97.09,,,,28512.76,751,2405.26,,299.57,23.21,54.7,30.23,10.52,76.79,81.39,18.61,4071.18,94.34,90.07,157.42,71.32,11.34,57.08,149.95,239.21,95.1,23.86,22.86,18.11,71.8,4.74,45.6,8.47,7.8,9.58,4.22,999999999,79.4,39.71,40.43,102.94,124.96,29.45,70.26,5.48,7.66,0,0.7,0.8,0.88,35.81,3.29,16.05,22.74,2.47,4.56,5.4,67.55,9.7,23.18,31.91,9.17,39.79,0.97,1.83,1.53,0,0.01,38811.02,,,,,,,,,20.43,61.66,395.72,28.55,67.46,32.54,9.23,38811.02,3381.96,26181.55,-231.26,0,1835.23,7643.54,,20.43,395.72,28.55,,36.75,11.88,1.79,0.58,17.36,5.61,1.29,0.42,70842.24,9296.89,UQ,
(주)테크엘,64520,Dec.24,57745023,2355288,104152435,-9981160,-472095,74794,0,25301713,4763260,1833,22351062,0,0,0,0,0,0,0,0,0,0,0,0,,,,,14.02,-1.48,-1.87,1.55,-0.36,-0.45,-0.38,-0.47,-0.42,-0.53,-3.36,-4.22,85.98,101.48,-0.09,-3.49,-2.93,4.32,0,0,-1.17,101.35,25.44,0,0,-2.49,3.16,16.31,707.84,-15.57,283.73,283.73,789.4,,,81.28,,,,1132.01,-21,147.27,,-16.8,55.44,3.79,124.43,53.34,44.56,95.43,4.57,889.35,46.69,45.59,2451.72,2358.74,2209.98,95.45,3.95,306.72,564.34,31.12,4.79,2.37,95.85,2.42,4.35,53.18,0.42,0.44,-0.3,999999999,84.7,7.89,228.23,183.42,351.53,69.11,747.14,3.16,13.01,0,0.24,0.28,0.25,2.26,5.31,37.13,9.83,0.44,0.46,11.55,31.59,68.31,19.89,46.2,12.1,30.15,0.55,0.78,0.42,0,0.02,7371.29,,,,,,,,,7.08,25.61,379.76,29.13,102.7,-2.7,-6.4,7371.29,-397.3,7570.45,-741.8,0,0,939.95,,7.08,379.76,29.13,,71.14,25.35,0.99,0.35,78.65,28.03,3.87,1.38,-6036.61,1493.44,UQ,
(주)테크윙,89030,Dec.24,156076110,218505564,506220626,146226837,-21970453,-13447389,0,185507171,317917191,38450,37353645,4.18,-14.26,0,409.33,2.35,8.54,-2.54,-12.06,38.85,640.74,0,0,,,,,38.54,12.62,-11.84,4.89,4.72,-4.43,11.59,-10.24,6.74,-6.32,123.36,-110.03,61.46,87.38,-31.71,-7.17,4.05,0.22,0,0,-2.91,117.52,20.73,0,0,3.17,5.14,8.12,0,2.56,3.31,3.45,980.3,,,98.06,,,,4966.24,-584,876.01,,626.74,30.83,50.79,44.57,15.17,69.17,37.2,62.8,1005.13,185.95,121.7,71.43,35.15,11.66,55.25,0,292.9,167.46,18.86,168.83,116.04,65.27,52.79,0,-12.33,49.93,134.24,2.8,-3.71,36.27,9.67,80.82,186.58,184.54,8.35,10.5,5.24,14.31,3.11,0.37,0.53,0.92,9.77,0.63,12.75,28.64,1.24,2.66,2.31,157.99,5.75,17.74,4.94,4.46,81.91,0.54,0.74,0.56,0,0,33200.51,,,,,,,,,6.56,19.06,4634.62,17.9,148.31,-48.31,-66.18,33200.51,-35417.84,49240.55,7522.01,0,0,12207.5,,6.56,4634.62,17.9,,0,0,15.2,2.37,82.37,12.86,16.14,2.52,1660117.67,33530.14,UQ,
(주)텔레칩스,54450,Dec.24,139782156,112426732,377882056,141619566,-38559807,1892270,0,186615513,176140255,12700,15144233,0.82,-2.56,0,-2.19,12.09,-13.91,10.96,-18.06,-2.34,-70.95,0,-167.89,,,,,43.14,2.61,-20.66,1.79,1.3,-10.25,2.18,-17.22,1.45,-11.45,64.37,-509.23,56.86,97.39,-22.26,-18.53,-0.51,1.19,0.1,0,-10.5,118.38,20.12,0,0,-0.42,4.4,5.82,9.74,-0.63,0.7,0.84,2630.84,,,98.17,,,,12322.55,-2612,379.54,,321.86,36.99,26.24,58.71,27.28,63.01,53.39,46.61,2664.27,118.02,89.69,124.33,91.71,26.69,39.68,134.09,92.21,102.12,43.03,87.31,55.73,59.08,31.58,232.91,7.24,33.47,62.69,5.51,999999999,52.72,26.31,80.95,120.71,180.51,3.85,5.37,1.8,3.64,0,0.5,0.55,0.83,24.65,1.22,12.85,28.39,1.24,1.61,5.35,68.2,13.14,42989.06,10.11,12.49,29.22,0.83,2.74,0.78,0.2,0.01,18204.31,,,,,,,,,4.82,27.51,718.65,9.75,255.03,-155.03,-211.82,18204.31,-36667.54,46426.26,-960.92,0,0,10153.17,,4.82,718.65,9.75,,0,0,7.48,1.92,88.59,22.75,3.13,0.8,289254.45,15732.2,UQ,
(주)텔콘알에프제약,200230,Dec.24,26010955,69720075,153588080,-180461913,-26499982,0,0,37865282,70453178,5870,12025023,9.38,40.19,0,-2.16,18.76,-21.15,-0.95,-20.71,4.29,0,0,-274.5,,,,,27.23,-0.19,-69.98,0.17,-0.05,-18.03,-0.08,-28.11,-0.12,-44.4,-0.6,-222.82,72.77,100.19,-69.8,-2.26,9.07,1.59,0.09,0,-15.69,62.5,30.94,0,0,10.85,14.24,14,35.86,6.49,6.75,9.05,589.28,,,79.11,,,,314.89,-2225,10.14,,-0.59,16.94,19.05,20.39,13.71,83.06,54.13,45.87,688.81,153.46,152.12,37.31,30.2,4.74,176.51,0,310.42,535.19,56.86,84.75,83.86,98.94,0.88,0,-28.46,36.26,66.99,-0.02,-6.71,46.34,5.92,77.91,310.31,147.16,0.06,0.08,0.03,0.11,-0.02,0.26,0.63,0.4,3.21,0.71,14.03,26.02,1.28,1.54,7.6,48,23.71,15.7,38.99,4.27,85.5,0.32,4.15,0.46,0,0.01,-8767.65,,,,,,,,,-5.71,-91.2,-182.33,-23.15,0,0,0,-8767.65,-26499.98,9790.68,3434.93,0,0,4506.72,,-5.71,-182.33,-23.15,,0,0,9.29,0,602.98,0,21.52,0,123589.1,4084.88,UQ,
(주)토니모리,214420,Dec.24,69470953,54478892,210769727,20151451,16588489,-3559391,0,176995853,93929368,6180,24054799,4.03,-5.05,0,0,5.65,0.88,12.14,16.11,17.14,25.84,342.01,582.6,,,,,49.4,6.84,9.37,6.22,5.86,8.03,11.09,15.98,8.75,11.99,251.55,340.2,50.6,93.16,0.52,0.57,1.25,0.73,4.77,-27.32,9.1,92.35,12.61,0,0,1.31,3.68,13.46,86.36,2.26,4.56,4.48,2241.88,,,100.41,,,,7358.03,685,377.48,,503.1,32.96,27.54,49.17,23.88,67.04,55.44,44.56,2287.09,120.93,90.41,127.52,92.4,9.17,102.11,127.62,239.02,190.97,42.72,80.39,46.63,55.56,33.76,263.14,7.11,30.73,55.44,4.09,6.89,54.4,23.83,39.08,77.7,77.27,10.27,14.89,4.58,5.45,5.48,0.86,1.28,1.62,36.79,1.81,16.64,21.93,2.56,3.47,9.78,37.32,18.01,26.9,188.96,9.43,38.72,1.29,3.17,1.36,0.33,0.02,42761.85,,,,,,,,,20.29,80.32,877.85,24.16,49.81,50.19,38.79,42761.85,13029.1,21301.4,2210.25,0,0,6221.1,,20.29,877.85,24.16,,38.55,9.23,3.08,0.74,69.5,16.64,3.34,0.8,184803.14,13621.6,UQ,
(주)토마토시스템,393210,Dec.24,11115107,4873494,35194732,4483006,-1824490,-1040151,0,21621874,7802774,4245,15614544,0,0,0,0,0,0,0,0,0,0,0,0,,,,,33.02,-15.75,-8.44,-7.84,-9.68,-5.18,-12.43,-5.74,-22.24,-11.92,-43.62,-20.42,66.98,115.75,2.5,3.82,-2.82,0.62,1.06,0,-6.92,111.29,48.22,16.96,1.68,-2.42,1.8,10.06,8.34,-7.81,2.46,2.46,281.38,,,79.09,,,,1384.73,-103,-159.11,,-218.1,31.58,2.87,46.16,30.68,68.42,77.83,22.17,355.76,87.91,79.42,228.07,221.52,10.36,410.05,5.11,92.1,410.05,445.21,28.49,17.79,94.4,10.69,46.93,17.73,4.44,5.71,-88.46,999999999,61.33,2.76,51.41,111.37,70.81,-31.84,-158.92,-7.06,-11.49,0,0.61,1.41,0.79,2.77,2.77,15.22,23.98,1.95,2,67.76,5.39,67.76,0,0,16.52,22.09,0.9,2.22,1.35,0.01,0.33,9626.48,,,,,,,,,27.35,2406.31,192529600.4,44.52,126.23,-26.23,-18.95,9626.48,-2864.64,12151.6,-609.47,73.7,422.88,452.43,,27.35,192529600.4,44.52,,0,0,7.99,2.36,0,0,9.39,2.77,67329.15,-2685.12,UQ,
(주)토모큐브,475960,Dec.24,40062469,1328492,43610542,-65520574,-8302383,0,0,5938650,1620397,15350,13047594,120.54,-9.42,0,0,-7.18,151.14,4.79,137.13,58.48,0,0,0,,,,,60.45,-147.84,-139.8,-26.55,-27.7,-26.2,-29.41,-27.81,-28.21,-26.68,-192.2,-181.75,39.55,247.84,8.04,5.05,-5.05,3.06,2.24,0,-27.14,227.3,43.05,0,0,-2.02,8.3,29.6,95.06,-16.27,65.01,10.8,543.65,,,77.07,,,,1136.61,-754,-1251.71,,-1680.38,91.86,5.94,1129.13,86.41,8.14,96.28,3.72,643.65,8.45,8.39,3015.63,2836.44,955.12,57.24,6.15,6454.69,142.46,0.89,3.86,3.16,76.35,0.7,0.75,88.82,0.23,0.24,-133.33,999999999,81.33,5.44,471.61,62.06,721.57,-384.83,-6156.19,-14.3,-105,0,0.19,0.19,0.2,1.3,3.22,146.96,2.48,0.21,0.23,2.55,142.97,6.65,4.14,0,5.35,68.28,1.61,1.98,0.2,0,0,-988.92,,,,,,,,,-2.27,-45.25,-995.97,-16.65,0,0,0,-988.92,-8302.38,6382.57,-300.03,0,0,1230.93,,-2.27,-995.97,-16.65,,0,0,2.16,1.25,0,0,14.81,8.6,187865.65,-6476.48,UQ,0
(주)토박스코리아,215480,Dec.24,30001779,9157720,42674008,6262763,-575787,647005,0,44675878,9831003,2735,9400000,2.75,10.77,0,0,2.85,2.7,21.02,-1.64,-8.17,-60.27,0,-120.47,,,,,57.68,2.62,-1.29,3.62,2.78,-1.37,3.54,-1.53,2.89,-1.42,24.36,-10.54,42.32,97.38,-2.46,-0.14,-0.32,-0.15,1.6,326.19,-1.71,99.84,10.09,0.76,0.41,-0.32,3.98,21.32,42.17,-1.6,4.15,4.89,625.83,,,90.95,,,,4646.5,-57,-19.07,,121.79,70.3,56.69,236.75,30.45,29.7,76.96,23.04,682.64,38.58,37.81,327.61,141.89,8.62,18.37,81.59,360.11,21.48,5.1,29.93,27.88,87.4,2.05,3.23,48.84,11.84,15.38,5.59,999999999,70.56,6.26,66.27,27.97,92.19,13.04,25.37,3,2.87,0,1.06,1.1,1.35,9.29,4.97,59.79,6.1,1.51,3.17,2.88,126.88,3.21,1793.78,0,13.01,28.06,3.58,6.33,1.21,0,0.01,6530.66,,,,,,,,,15.3,88.01,309.81,14.62,69.59,30.41,-8.82,6530.66,71.22,4544.51,-144.27,82.57,183.34,1793.3,,15.3,309.81,14.62,,35.69,17.51,1.33,0.65,18.63,9.14,1.36,0.67,28255.06,4220.73,UQ,
(주)토비스,51360,Dec.24,306758515,243710282,528149500,201024326,61303962,13989901,0,623780684,263594187,19950,16167058,8.03,1.51,0,3.04,2.1,12.75,-5.53,25.52,39.43,127.52,397.61,372.51,,,,,22.64,9.36,9.83,11.88,11.48,12.06,24.47,26.76,12.25,12.86,698.35,690.76,77.36,90.64,2.71,0.24,0.96,1.34,0,18.58,13.24,88.44,12.99,0,0,1.02,3.66,11.85,85.68,2.23,5.6,4.95,2880.66,,,100.97,,,,38346.25,3763,3749.31,,3588.35,58.08,36.03,138.56,37.16,41.92,50.09,49.91,2873.95,83.68,77.83,125.87,80.52,16.63,108.27,175.3,136.24,222.09,79.48,99.64,92.12,86.2,7.52,31.54,11.94,27.28,54.47,7.23,13.53,50.2,31.72,46.4,35.13,81.05,18.18,33.26,9.08,7.68,9.71,1.23,1.31,2.62,74.63,2.31,8.14,44.82,2.16,3.55,5.48,66.56,11.76,16.75,41.82,6.07,60.14,2.85,3.56,1.18,0.33,0.01,171818.03,,,,,,,,,32.53,100.56,420.79,27.54,44.56,55.44,35.68,171818.03,75293.86,76554.84,6011.45,0,0,21553.07,,32.53,420.79,27.54,,7.84,4.39,1.53,0.86,8.43,4.72,0.73,0.41,406198.77,59020.31,UQ,
